param_perturbed_5_percent_2100yr,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.Pers_Pollution.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth2.Integrator1.y,Labor_Utilization1.Labor_Util_Fr_Del.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth3.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth2.Integrator1.y,Pollution_Dynamics1.PPoll_Tech_PTD.Integrator1.y,Population_Dynamics1.Pop_0_14.Integrator1.y,NR_Resource_Utilization1.Res_Tech_NRTD.Integrator1.y,Food_Production1.Perc_Food_Ratio.Integrator1.y,Arable_Land_Dynamics1.Arable_Land.Integrator1.y,Population_Dynamics1.Pop_45_64.Integrator1.y,Population_Dynamics1.Pop_65plus.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth3.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth3.Integrator1.y,Arable_Land_Dynamics1.Pot_Arable_Land.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth3.Integrator1.y,Human_Fertility1.Avg_Ind_Out_PC.Smooth_of_Input.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth2.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth1.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth2.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth1.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth1.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth2.Integrator1.y,Land_Fertility1.Land_Fertility.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth1.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth3.Integrator1.y,Service_Sector_Investment1.Service_Capital.Integrator1.y,Land_Fertility1.Yield_Tech_LYTD.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth1.Integrator1.y,Industrial_Investment1.Industrial_Capital.Integrator1.y,NR_Resource_Utilization1.NR_Resources.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth2.Integrator1.y,Arable_Land_Dynamics1.Urban_Ind_Land.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth2.Integrator1.y,Food_Production1.Agr_Inp.Integrator1.y,Life_Expectancy1.Eff_Hlth_Serv_PC.Smooth_of_Input.Integrator1.y,Population_Dynamics1.Pop_15_44.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth1.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth3.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth1.Integrator1.y,nr_resources,population
agr_inp_init,-2.00950367466e-14,-0.00128868146737,-1.44328993202e-15,0.000118821570274,-0.000938792323971,-1.44328993202e-15,0.0,-0.000109974723377,0.0,3.82805611171e-05,-1.42492998559e-05,-0.000405144758627,-0.000592803018093,-0.00122590147094,-0.00170697705406,-8.30875934881e-05,-2.00950367466e-14,-0.000949181573772,-0.00126787113733,-0.00129483227745,-0.00161716157492,0.0,-0.000164489118252,-1.44328993202e-15,0.000164440480377,0.0,-0.000309382582208,-0.000918367958094,0.0,-0.000942493106125,-0.0011624009261,-4.07703015285e-05,-0.00093665846085,1.29421054254e-05,-0.00023987425465,-0.00136385025184,-0.000655570561955,-0.000236102484319,0.0,-2.00950367466e-14,-0.00142575983912,-4.07703015285e-05,-0.000263748022455
agr_mtl_toxic_index,-5.55111512338e-15,0.0405470088637,-5.55111512314e-16,0.00844909333898,0.00763999168764,-5.55111512314e-16,0.0,-0.00208825169582,0.0,0.00337947459232,0.00784035977944,-0.00355481985168,-0.00417580611493,0.0378128434692,-0.000499710540921,-0.00159225673905,-5.55111512338e-15,0.00777546373401,0.0367451417372,0.0356996433305,0.00506060136775,1.11022302463e-16,0.00427971780216,-5.55111512314e-16,-0.00557954476281,1.11022302463e-16,0.000295836312621,-0.000976245664229,0.0,0.00793791386733,-0.00103580493569,0.00382794168988,0.00799520033518,-0.000984130523283,0.00259716556792,0.00151562275057,0.00421392814765,-0.00350793516283,1.11022302463e-16,-5.55111512338e-15,0.0115500992136,0.00382794168988,-0.00316637385286
arable_land_init,-3.44169137649e-15,-0.0581724146354,-4.44089209851e-16,0.017913291319,-0.0472300722286,-4.44089209851e-16,0.0,0.000643646334791,0.0,0.0071234291285,0.0193021433383,-0.0113047692101,-0.0186768558778,-0.0560932247313,-0.0699524831265,0.018629302168,-3.44169137649e-15,-0.0530697671316,-0.0603030320947,-0.0642666620714,-0.0663015482661,-1.11022302463e-16,-0.00417403875766,-4.44089209851e-16,0.00778056067134,-1.11022302463e-16,-0.0127763336208,-0.040054807734,0.0,-0.0514260332579,-0.0491676425251,-0.00777234416745,-0.0490776058968,0.00828155999115,-0.00850222369155,-0.0724243935675,-0.0300780148219,-0.00490666487542,-1.11022302463e-16,-3.44169137649e-15,-0.0571199212749,-0.00777234416745,-0.00575260536511
assim_half_life_1970,-8.54871729e-15,0.0695642319454,-4.44089209851e-16,0.0160967871438,0.0154012482195,-4.44089209851e-16,0.0,-0.00355030115118,0.0,0.00724038748393,0.015083335087,-0.00621820248549,-0.00718245848201,0.00785221953669,0.000180926058844,-0.00323290652591,-8.54871729e-15,0.0150088650472,0.00595606325625,0.00472919381725,0.0120008775951,0.0,0.00926761547486,-4.44089209851e-16,-0.00945489348099,0.0,0.00176009386972,-0.00178260269491,0.0,0.0154670790921,-0.00175971563349,0.00753928077246,0.0158408098784,-0.00194381755064,0.00624004409308,0.00258344522611,0.00839647664257,-0.00634215957576,0.0,-8.54871729e-15,0.0250090810819,0.00753928077246,-0.00558675218946
avg_life_land_norm,-4.4408920987e-16,-0.0148954209094,-1.11022302463e-16,0.0152323541981,-0.0131709816807,-1.11022302463e-16,0.0,0.00457787718333,0.0,0.00739200645813,0.021767567845,0.00361301372046,0.00381038563686,-0.0146090808621,-0.00685600742461,0.0182694835355,-4.4408920987e-16,-0.0183247385806,-0.0168506567425,-0.019375793564,-0.00572153288056,1.11022302463e-16,0.00362520749789,-1.11022302463e-16,0.00264977658809,1.11022302463e-16,0.000506787692605,-0.00773102919822,0.0,-0.0169536155125,-0.00807780089952,-0.00530981349578,-0.0149229031637,0.00379662888441,0.00201818609384,-0.0253810013236,-0.0071544992997,0.00332232799592,1.11022302463e-16,-4.4408920987e-16,-0.00226633993915,-0.00530981349578,0.0037855242713
des_compl_fam_size_norm,-1.99840144442e-14,0.212780325347,-1.66533453694e-15,-0.0817848359958,0.0379760630552,-1.66533453694e-15,0.0,0.148550332914,0.0,-0.0655072115785,0.0112338053465,0.0645520999623,0.0114910997213,0.199789518502,-0.235038263846,-0.0490906802743,-1.99840144442e-14,0.0492940279328,0.20667376331,0.212937257846,-0.253986052595,-1.11022302463e-16,-0.0770000577066,-1.66533453694e-15,-0.0397429895283,-1.11022302463e-16,-0.0799598391078,0.140298323257,0.0,0.0461855119979,0.110352579508,0.0332522119957,0.0418629754619,0.0107976896499,-0.0786477362179,0.247554066857,0.0017170037235,0.115478459037,-1.11022302463e-16,-1.99840144442e-14,-0.289712684068,0.0332522119957,0.106041414252
des_food_ratio_dfr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
des_ppoll_index_DPOLX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
des_res_use_rt_DNRUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
food_short_perc_del,-2.22044604935e-16,-8.38221065286e-05,-2.22044604926e-16,-0.000215009800024,-0.00015837229782,-2.22044604926e-16,0.0,-5.35352069706e-05,0.0,-0.000377320335894,-0.00029182740972,-6.8411501113e-06,-7.26046233694e-06,-7.05624362603e-05,3.09832869988e-05,0.000157241350739,-2.22044604935e-16,-0.000162278790524,-4.28317915428e-05,-3.2567526888e-05,-0.000179100556236,1.11022302463e-16,-0.000192208664573,-2.22044604926e-16,2.42007564042e-06,1.11022302463e-16,-8.38017783228e-05,8.27788900212e-06,0.0,-0.000167420270151,4.24862304964e-05,-0.000151247757639,-0.000169337999727,2.02379396616e-05,-0.000149078703884,8.78422892264e-06,-5.39659410164e-05,3.07388281867e-06,1.11022302463e-16,-2.22044604935e-16,-0.000409569870747,-0.000151247757639,-1.61415860618e-05
