param_perturbed_5_percent_1901yr,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth3.Integrator1.y,Pollution_Dynamics1.Pers_Pollution.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth2.Integrator1.y,Labor_Utilization1.Labor_Util_Fr_Del.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth3.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth2.Integrator1.y,Pollution_Dynamics1.PPoll_Tech_PTD.Integrator1.y,Population_Dynamics1.Pop_0_14.Integrator1.y,NR_Resource_Utilization1.Res_Tech_NRTD.Integrator1.y,Food_Production1.Perc_Food_Ratio.Integrator1.y,Arable_Land_Dynamics1.Arable_Land.Integrator1.y,Population_Dynamics1.Pop_45_64.Integrator1.y,Population_Dynamics1.Pop_65plus.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth3.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth3.Integrator1.y,Arable_Land_Dynamics1.Pot_Arable_Land.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth3.Integrator1.y,Human_Fertility1.Avg_Ind_Out_PC.Smooth_of_Input.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth2.Integrator1.y,Pollution_Dynamics1.PPoll_Appear_Rate.Smooth1.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth2.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth1.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth1.Integrator1.y,NR_Resource_Utilization1.P_Nr_Res_Use_Fact_2.Smooth2.Integrator1.y,Land_Fertility1.Land_Fertility.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth1.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth3.Integrator1.y,Service_Sector_Investment1.Service_Capital.Integrator1.y,Land_Fertility1.Yield_Tech_LYTD.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth1.Integrator1.y,Industrial_Investment1.Industrial_Capital.Integrator1.y,NR_Resource_Utilization1.NR_Resources.Integrator1.y,Human_Fertility1.Del_Ind_Out_PC.Smooth2.Integrator1.y,Arable_Land_Dynamics1.Urban_Ind_Land.Integrator1.y,Human_Fertility1.Perc_Life_Expectancy.Smooth2.Integrator1.y,Food_Production1.Agr_Inp.Integrator1.y,Life_Expectancy1.Eff_Hlth_Serv_PC.Smooth_of_Input.Integrator1.y,Population_Dynamics1.Pop_15_44.Integrator1.y,Pollution_Dynamics1.P_PPoll_Gen_Fact_2.Smooth1.Integrator1.y,Food_Production1.P_Land_Yield_Fact_2.Smooth3.Integrator1.y,Human_Fertility1.Fert_Cont_Facil_PC.Smooth1.Integrator1.y,nr_resources,population
agr_inp_init,0.999999859187,0.999998422781,1.00000000357,1.03469326878,0.999269561608,1.00000000357,1.0,0.999446714534,1.0,0.997020859041,0.999991382354,0.999823505354,0.999785354388,0.981147661811,nan,1.00000520362,0.999999859187,0.999639968814,0.982167178087,0.984022921061,nan,0.999999999946,0.996678266084,1.00000000357,0.999999816661,0.999999999946,0.995971013641,0.999948290434,1.0,0.998732931457,0.999443002232,1.00000040875,0.999075405671,0.999966834018,0.996221396025,0.978543845313,0.999030950591,0.999885639891,0.999999999946,0.999999859187,nan,1.00000040875,0.999695732322
agr_mtl_toxic_index,1.00000003975,0.999998146207,0.999999998963,1.00000001464,1.00000004633,0.999999998963,1.0,0.999999999915,1.0,0.999999999151,0.999999999999,0.999999999979,0.999999999978,0.97732911001,nan,1.0,1.00000003975,1.0000000003,0.977264488293,0.977146206968,nan,1.00000000001,0.9999999994,0.999999998963,1.00000000042,1.00000000001,1.00000003353,0.999999999967,1.0,1.00000000079,1.00000000004,1.0,0.999999996621,1.00000000001,1.00000000072,1.00000000389,1.00000000108,0.999999999993,1.00000000001,1.00000003975,nan,1.0,0.999999999959
arable_land_init,0.999999981972,1.00000029898,1.00000000045,0.922097779117,1.00106402699,1.00000000045,1.0,0.997334778181,1.0,0.985393459688,0.952906261791,0.999150589006,0.998967799905,1.00453870387,nan,0.999852549779,0.999999981972,1.00061934552,1.00585761299,1.00828693385,nan,0.999999999992,0.984131492485,1.00000000045,0.999999149881,0.999999999992,0.983066214676,0.999910837994,1.0,1.00217185334,0.99825135595,0.999999612382,1.00143360182,0.99994345076,0.983436876329,1.02693695272,1.0030709027,0.999456279582,0.999999999992,0.999999981972,nan,0.999999612382,0.998536788458
assim_half_life_1970,1.0,0.977580876545,1.0,1.00000146881,0.999999985047,1.0,1.0,1.00000065095,1.0,1.00000240153,0.999999956568,1.00000020497,1.00000024823,0.99999986825,nan,1.00000001586,1.0,0.999999986166,0.99999974863,0.999999415669,nan,1.0,1.00000398016,1.0,1.00001468425,1.0,1.00000169313,1.00000001162,1.0,0.999999952192,1.0000002929,0.999999999982,0.999999975588,1.00000001101,1.00000242262,0.999995646779,0.999999876858,1.00000012334,1.0,1.0,nan,0.999999999982,1.00000035257
avg_life_land_norm,1.0,1.00000000005,1.0,0.999954648519,1.00000022723,1.0,1.0,0.999998504408,1.0,0.999991115077,0.999947213694,0.999999528254,0.999999428332,1.00000098637,nan,0.999999918249,1.0,1.00000022218,1.00000160803,1.00000308155,nan,1.0,0.999990874703,1.0,0.999999999639,1.0,0.99999528005,0.999999966208,1.0,1.00000076696,0.999998971745,0.999999999867,1.00000038197,0.999999979092,0.999993777995,1.00001555614,1.00000109644,0.999999713055,1.0,1.0,nan,0.999999999867,0.999999188254
des_compl_fam_size_norm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0
des_food_ratio_dfr,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0
des_ppoll_index_DPOLX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0
des_res_use_rt_DNRUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0
food_short_perc_del,1.0,0.999999999178,1.0,1.00004879753,0.99999962175,1.0,1.0,0.999999253049,1.0,1.00240726791,0.99999999155,0.999999764136,0.999999714057,0.999987611303,nan,1.00000000566,1.0,0.99999967392,0.999984226128,0.999978215018,nan,1.0,0.999995448598,1.0,1.00000013982,1.0,0.999997384659,0.999999955328,1.0,0.999998870608,0.999999316688,1.00000000036,0.999999394361,0.999999971037,0.999996683862,1.00000874154,0.999999134228,0.999999855561,1.0,1.0,nan,1.00000000036,0.999999594048
